标题,ID,时间,点赞
中国警方在线微博管理员围脖侠河南网警平安中原大象新闻引导网暴高考生，请立即调查处理,烟堙土渐,"
                6-8 05:44
                来自北京
              ",1
脑子里长的都是小线头不是大脑,shi拿酒吻,"
                6-8 05:41
                来自辽宁
              ",
我不觉得衣着有任何问题。在人生的重要节点，穿着自己喜欢的衣服去面对有问题吗？什么时候看人全凭衣着了？非要蓬头垢面才是考生？,粘豆包包砸,"
                6-8 05:39
                来自辽宁
              ",
噢……天啊我记得我高考的时候也是穿着小裙子去的啊,akanekkk,"
                6-8 05:39
                来自韩国
              ",
,给点低保丶,"
                6-8 05:36
                来自江西
              ",
要是这都能骂爱丁堡也该灭亡了,报导上出现了偏差,"
                6-8 05:33
                来自广东
              ",1
那句分明是麻辣女教师，又女教师了是吧,fangshanwenshui,"
                6-8 05:31
                来自山东
              ",247
不造谣女的能死吗。？,ccc宛宛,"
                6-8 05:26
                来自日本
              ",1
#女考生因穿裙子而被网暴到放弃高考#,古希腊掌管_辣条_的神,"
                6-8 05:22
                来自山东
              ",
这种文字。。。。能称为新闻老天，，，这种职业素养能称为记者，老师我们新闻系名声就是这样被毁掉的,大呀大西瓜x,"
                6-8 05:21
                来自四川
              ",33
震惊了,Cherry栗酱,"
                6-8 05:18
                来自广东
              ",3
这个世界根本没有进步，几百年了还是没有改变,7243974195_796,"
                6-8 05:14
                来自吉林
              ",2
焯，衰比男的能不能噶光,kylin听风,"
                6-8 05:12
                来自河南
              ",
中国警方在线微博管理员围脖侠河南网警平安中原大象新闻引导网暴高考生，请立即调查处理！,你的炮炮宝贝,"
                6-8 05:07
                来自辽宁
              ",
晓夜好可怜的姑娘，唉这种无良媒体感觉真该治治,小笨蛋清河,"
                6-8 05:02
                来自吉林
              ",
恶心,Arthssas,"
                6-8 04:58
                来自四川
              ",
为什么要给这么小的女生造黄谣,农夫三拳Justice,"
                6-8 04:58
                来自广西
              ",
#女考生因穿裙子而被网暴到放弃高考#,廿四有八,"
                6-8 04:56
                来自山西
              ",4
中国警方在线微博管理员围脖侠河南网警平安中原大象新闻引导网暴高考生，请立即调查处理,只是你不懂小馄饨,"
                6-8 04:49
                来自浙江
              ",
一些劣等人看了让人想吐,500cc上善热水,"
                6-8 04:48
                来自江苏
              ",103
有些人脑子里是不是只有这些东西，每天,不是爸爸是霸霸,"
                6-8 04:37
                来自云南
              ",
不要多说，不要陷入自证。涉及高考，首先举报刊载的站、抖和头条这些平台相关自媒体账号及存在造谣的，其次把这几个未经允许发布女生照片视频的媒体报警处置。,云吞馄饨面,"
                6-8 04:37
                来自福建
              ",
#大象新闻引导网暴影响女生高考#新闻媒体被些恶人把控，违法乱纪的事情就会层出不穷,華夏御龍氏,"
                6-8 04:29
                来自湖北
              ",
毛子一家生活点滴玫瑰老婆看看这条,Taroieonut,"
                6-8 04:28
                来自河南
              ",1
？,巨甜巨幸运,"
                6-8 04:24
                来自四川
              ",
现在重点是为什么有人敢在高考都开黄腔网暴考生，可见平时都是嚣张成什么样了,華夏御龍氏,"
                6-8 04:24
                来自湖北
              ",1
骂死过人芳芳老婆看看这条,Taroieonut,"
                6-8 04:12
                来自河南
              ",1
,比奇堡路鱼,"
                6-8 04:11
                来自英国
              ",
能不能把那些拍摄高考的媒体和个人也禁一下，不懂有什么好拍的，考生刚考完试出来被怼着拍真的不会影响心情么，又不是所有人都愿意上镜，也没见给路人打码，以前没自媒体和互联网也没见高考进行不下去。控制不了恶臭人舆论还不能整治根源了么，营销号自媒体干烂事不止一次两次了，平时就算了别沾高考啊,都啥啊这,"
                6-8 04:07
                来自陕西
              ",7
人类真的贱透了人怎么能这么贱,-兔兔星冰乐-,"
                6-8 04:06
                来自河南
              ",1
我很疑惑，这截图评论区怎么还有说高考穿校服考的？我记得我高考的时候明确说不能穿校服只能穿私服考啊？是一些造谣的楠的没高考过还是真的有学校可以穿校服啊，就算可以穿校服考凭什么你就比别人高贵了？我们以前高考还有穿睡衣的呢，校服质量那么差高考想穿好一点的衣服怎么了呢,不败的爱寄宿于这双拳,"
                6-8 03:58
                来自山东
              ",534
,只有强者才配做我的孩子,"
                6-8 03:58
                来自重庆
              ",1
图上截的账号要么搜不到，要么就是改私密账号了，一群敢做不敢当的底层垃圾,R21703,"
                6-8 03:54
                来自广东
              ",160
中国警方在线微博管理员围脖侠河南网警平安中原大象新闻引导网暴高考生，请立即调查处理,Tartar11,"
                6-8 03:49
                来自美国
              ",
穿个短裙就是卖的呀，那那群男的天天漏个大膀子是不是皮炎子早就被扣烂了,碎梦压星河2018,"
                6-8 03:48
                来自安徽
              ",891
看见群想起鸡，什么成分不用说,凶相毕露,"
                6-8 03:44
                来自北京
              ",
这么喜欢造谣自己去卖钩子哈,用户7843507265,"
                6-8 03:42
                来自湖南
              ",
图片里诸多男性的评论，让我对男性群体的素质下线有了新的认识。,假两难选择,"
                6-8 03:42
                来自福建
              ",14
